"","Orders_Unique","Returns_Unique","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Y_Income","RFMSeg"
"1539",2,2,356,178,-8,36,18,6,3,837.59,-29.33,2.3527808988764,3.66625,"Others","0",53,2034.31,"2"
"1541",4,0,188,47,0,9,3.25,0,0,285.48,0,1.51851063829787,0,"United Kingdom","0",21,2218.65,"1"
"1545",3,0,319,106.333333333333,0,47,19,0,0,1206.94,0,3.78351097178683,0,"United Kingdom","0",13,277.12,"1"
"1546",2,2,353,176.5,-3,33,17,3,1.5,516.44,-10.78,1.46300283286119,3.59333333333333,"United Kingdom","0",15,356.92,"1"
"1547",2,0,420,210,0,7,6.5,0,0,353.16,0,0.840857142857143,0,"United Kingdom","0",25,986.99,"1"
"1548",1,0,99,99,0,15,15,0,0,161.89,0,1.63525252525253,0,"United Kingdom","1",67,260.35,"1"
"1549",1,0,20,20,0,1,1,0,0,51,0,2.55,0,"United Kingdom","0",65,153,"1"
"1550",1,1,38,38,-8,4,4,1,1,388.9,-102,10.2342105263158,12.75,"United Kingdom","1",60,346.76,"1"
"1553",1,1,258,258,-3,30,30,1,1,453.98,-8.85,1.75961240310078,2.95,"United Kingdom","0",54,907.23,"1"
"1555",2,0,103,51.5,0,40,21.5,0,0,258.3,0,2.50776699029126,0,"United Kingdom","0",18,109.33,"1"
"1556",5,1,1435,287,-3,113,28.8,3,3,2841.37,-8.45,1.9800487804878,2.81666666666667,"United Kingdom","1",4,3824.44,"1"
"1559",1,0,257,257,0,22,22,0,0,369.01,0,1.43583657587549,0,"United Kingdom","1",64,305.51,"1"
"1561",1,0,30,30,0,3,3,0,0,106.5,0,3.55,0,"United Kingdom","1",64,281.75,"1"
"1562",1,0,139,139,0,14,14,0,0,206.13,0,1.48294964028777,0,"United Kingdom","0",64,305.22,"1"
"1563",2,0,152,76,0,18,9,0,0,501.7,0,3.30065789473684,0,"United Kingdom","1",19,130.2,"1"
"1564",2,0,294,147,0,32,16.5,0,0,577.32,0,1.96367346938776,0,"United Kingdom","1",27,303.75,"1"
"1567",5,1,199,39.8,-12,34,8,1,1,560.7,-25.2,2.81758793969849,2.1,"United Kingdom","1",33,122.76,"2"
"1568",4,0,1179,294.75,0,64,22.75,0,0,1665.61,0,1.41273112807464,0,"United Kingdom","1",7,3702.19,"1"
"1569",1,0,164,164,0,49,50,0,0,297.2,0,1.81219512195122,0,"United Kingdom","1",63,111.16,"1"
"1570",2,0,259,129.5,0,26,15.5,0,0,528.45,0,2.04034749034749,0,"United Kingdom","1",18,124.93,"1"
"1571",3,1,225,75,-6,52,21.3333333333333,1,1,683.16,-45.9,3.03626666666667,7.65,"United Kingdom","1",27,884.53,"1"
"1572",1,0,1340,1340,0,53,53,0,0,1700.4,0,1.2689552238806,0,"United Kingdom","0",63,1965.22,"1"
"1574",1,0,445,445,0,41,41,0,0,940.17,0,2.11274157303371,0,"Others","1",62,2213.72,"1"
"1575",4,1,901,225.25,-1,105,30.75,1,1,1667.78,-125,1.85103218645949,125,"United Kingdom","0",20,1031.87,"2"
"1576",2,0,250,125,0,26,13,0,0,432.1,0,1.7284,0,"United Kingdom","0",46,367.8,"1"
"1577",4,3,626,156.5,-200,39,15,20,7,1379.66,-702.58,2.20392971246006,3.5129,"United Kingdom","1",21,1066.94,"2"
"1578",1,0,220,220,0,14,14,0,0,315,0,1.43181818181818,0,"United Kingdom","0",62,678.18,"1"
"1579",2,1,769,384.5,-1,67,37,1,1,1356.08,-6.65,1.76343302990897,6.65,"United Kingdom","1",4,2749.37,"1"
"1580",1,0,394,394,0,65,66,0,0,215.43,0,0.546776649746193,0,"United Kingdom","1",62,659,"1"
"1583",1,1,488,488,-11,14,14,3,3,611.94,-28.05,1.25397540983607,2.55,"United Kingdom","0",54,324.14,"1"
"1584",1,0,84,84,0,3,3,0,0,331.8,0,3.95,0,"United Kingdom","0",62,581.39,"1"
"1585",1,0,87,87,0,8,8,0,0,132.09,0,1.51827586206897,0,"United Kingdom","0",62,305.87,"1"
"1587",2,0,445,222.5,0,32,18.5,0,0,593.73,0,1.33422471910112,0,"United Kingdom","0",5,185.63,"1"
"1588",1,1,503,503,-2,63,63,1,1,1169.95,-19.9,2.32594433399602,9.95,"United Kingdom","1",34,481.1,"1"
"1589",1,0,355,355,0,55,55,0,0,1015.83,0,2.86149295774648,0,"United Kingdom","1",61,975.18,"1"
"1590",1,0,136,136,0,10,10,0,0,152.16,0,1.11882352941176,0,"United Kingdom","0",61,592.9,"1"
"1592",1,0,31,31,0,13,13,0,0,118.25,0,3.81451612903226,0,"United Kingdom","0",61,539.55,"1"
"1593",3,0,275,91.6666666666667,0,49,19.3333333333333,0,0,392.6,0,1.42763636363636,0,"United Kingdom","1",0,1696.34,"1"
"1594",3,1,786,262,-4,55,21.6666666666667,2,2,1528.37,-27.6,1.94449109414758,6.9,"United Kingdom","1",5,628.06,"1"
"1595",2,0,512,256,0,11,6,0,0,631.66,0,1.2337109375,0,"Others","1",42,2583.15,"1"
"1596",3,0,734,244.666666666667,0,13,8.33333333333333,0,0,875.84,0,1.19324250681199,0,"United Kingdom","0",13,894.5,"1"
"1599",1,0,8,8,0,2,2,0,0,102,0,12.75,0,"United Kingdom","1",61,86.02,"1"
"1600",3,0,823,274.333333333333,0,87,36.6666666666667,0,0,1987.62,0,2.41509113001215,0,"United Kingdom","1",5,3463.34,"1"
"1601",4,0,1612,403,0,72,19.5,0,0,2745.43,0,1.70312034739454,0,"United Kingdom","1",18,7472.05,"1"
"1602",1,0,62,62,0,9,9,0,0,151.5,0,2.44354838709677,0,"United Kingdom","0",60,1,"1"
"1604",1,0,95,95,0,45,45,0,0,201.53,0,2.12136842105263,0,"United Kingdom","0",60,305.52,"1"
"1605",3,2,1279,426.333333333333,-18,108,38.3333333333333,4,2,2250.7,-24.2,1.75973416731822,1.34444444444444,"United Kingdom","1",14,1916.52,"2"
"1606",1,0,368,368,0,24,24,0,0,490.4,0,1.33260869565217,0,"United Kingdom","1",60,2346.29,"1"
"1608",1,0,96,96,0,6,6,0,0,505.2,0,5.2625,0,"United Kingdom","0",60,207.68,"1"
"1609",3,0,664,221.333333333333,0,122,43.3333333333333,0,0,1051.88,0,1.58415662650602,0,"United Kingdom","0",16,2356.32,"1"
"1610",1,0,162,162,0,16,16,0,0,273.14,0,1.68604938271605,0,"United Kingdom","0",58,310.93,"1"
"1611",3,0,892,297.333333333333,0,20,6.66666666666667,0,0,1611,0,1.80605381165919,0,"United Kingdom","0",18,1795.72,"1"
"1613",2,0,485,242.5,0,43,22,0,0,543.21,0,1.1200206185567,0,"United Kingdom","0",48,752.09,"1"
"1614",2,0,218,109,0,44,22.5,0,0,377.71,0,1.73261467889908,0,"United Kingdom","1",18,491.57,"1"
"1615",1,0,317,317,0,32,32,0,0,483.65,0,1.52570977917981,0,"United Kingdom","0",57,390.09,"1"
"1618",1,0,188,188,0,40,40,0,0,223.46,0,1.1886170212766,0,"United Kingdom","0",57,1348.43,"1"
"1619",4,0,705,176.25,0,80,22,0,0,1763.04,0,2.50076595744681,0,"United Kingdom","1",5,1576.6,"1"
"1620",2,1,501,250.5,-5,126,71,5,5,874.88,-17.37,1.74626746506986,3.474,"United Kingdom","1",9,1625.35,"1"
"1621",2,0,65,32.5,0,29,17.5,0,0,211.69,0,3.25676923076923,0,"United Kingdom","1",13,347.9,"1"
"1622",1,0,460,460,0,92,94,0,0,852.87,0,1.8540652173913,0,"United Kingdom","1",56,1978.87,"1"
"1625",3,0,126,42,0,7,3,0,0,558.9,0,4.43571428571429,0,"United Kingdom","0",11,99,"1"
"1626",2,0,438,219,0,35,20.5,0,0,724.03,0,1.65303652968037,0,"United Kingdom","0",35,470.7,"1"
"1627",1,0,208,208,0,2,2,0,0,282.88,0,1.36,0,"United Kingdom","0",56,345.9,"1"
"1629",1,0,53,53,0,30,30,0,0,112.41,0,2.12094339622641,0,"United Kingdom","0",55,171.06,"1"
"1630",1,0,180,180,0,13,13,0,0,203.4,0,1.13,0,"United Kingdom","1",55,687.72,"1"
"1631",2,1,162,81,-3,3,1.5,1,1,124.62,-1.17,0.769259259259259,0.39,"United Kingdom","0",47,53.65,"1"
"1633",2,2,659,329.5,-12,27,19,7,3.5,602.27,-11.78,0.91391502276176,0.981666666666667,"United Kingdom","0",8,337.35,"1"
"1634",1,0,219,219,0,39,39,0,0,305.63,0,1.39557077625571,0,"United Kingdom","0",55,242.27,"1"
"1636",2,0,445,222.5,0,51,27.5,0,0,487.59,0,1.09570786516854,0,"United Kingdom","0",4,548.99,"1"
"1638",2,1,788,394,-6,47,27.5,4,4,980.54,-13.8,1.24434010152284,2.3,"United Kingdom","0",20,2098.04,"1"
"1639",1,0,445,445,0,14,14,0,0,482.79,0,1.08492134831461,0,"Others","0",54,358.73,"1"
"1640",1,0,312,312,0,49,53,0,0,548.09,0,1.75669871794872,0,"United Kingdom","1",54,949.22,"1"
"1643",1,0,140,140,0,3,3,0,0,54.52,0,0.389428571428571,0,"United Kingdom","0",54,578.45,"1"
"1644",1,0,318,318,0,83,83,0,0,303.04,0,0.952955974842767,0,"United Kingdom","1",54,707.31,"1"
"1645",1,0,245,245,0,10,10,0,0,305.95,0,1.24877551020408,0,"United Kingdom","0",54,1956.67,"1"
"1646",1,0,36,36,0,6,6,0,0,91.8,0,2.55,0,"United Kingdom","0",54,363.87,"1"
"1647",1,0,108,108,0,14,14,0,0,244.5,0,2.26388888888889,0,"United Kingdom","0",54,452.39,"1"
"1648",2,0,111,55.5,0,52,33,0,0,268.3,0,2.41711711711712,0,"United Kingdom","0",54,357.12,"1"
"1649",1,1,135,135,-5,18,18,3,3,321.65,-44.75,2.38259259259259,8.95,"United Kingdom","0",53,192.05,"1"
"1651",1,0,137,137,0,50,54,0,0,252.52,0,1.84321167883212,0,"United Kingdom","1",54,476.02,"1"
"1652",1,0,48,48,0,19,19,0,0,119.35,0,2.48645833333333,0,"United Kingdom","1",54,544.99,"1"
"1654",1,0,216,216,0,24,24,0,0,449.64,0,2.08166666666667,0,"United Kingdom","0",53,1024.42,"1"
"1655",1,0,96,96,0,12,12,0,0,239,0,2.48958333333333,0,"United Kingdom","0",53,118.2,"1"
"1657",1,1,62,62,-18,5,5,1,1,190.82,-53.1,3.07774193548387,2.95,"United Kingdom","0",42,372.82,"1"
"1658",1,0,262,262,0,31,31,0,0,609.74,0,2.32725190839695,0,"Others","0",53,371.24,"1"
"1659",1,0,30,30,0,7,7,0,0,117.6,0,3.92,0,"United Kingdom","0",53,51.95,"1"
"1660",1,0,82,82,0,38,39,0,0,109.95,0,1.34085365853659,0,"United Kingdom","0",53,293.17,"1"
"1661",1,0,69,69,0,17,17,0,0,194.7,0,2.82173913043478,0,"United Kingdom","0",53,289.03,"1"
"1664",2,0,384,192,0,1,1,0,0,276.48,0,0.72,0,"United Kingdom","0",51,487.16,"1"
"1665",1,0,164,164,0,59,61,0,0,281.01,0,1.7134756097561,0,"United Kingdom","0",51,397.15,"1"
"1666",3,0,490,163.333333333333,0,99,37.3333333333333,0,0,674.9,0,1.37734693877551,0,"United Kingdom","0",4,653.45,"1"
"1667",2,0,233,116.5,0,55,29.5,0,0,610.69,0,2.62098712446352,0,"United Kingdom","1",41,1503.99,"1"
"1668",1,0,1162,1162,0,76,76,0,0,1456.42,0,1.2533734939759,0,"United Kingdom","1",51,765.79,"1"
"1669",1,0,1998,1998,0,141,141,0,0,2050.08,0,1.02606606606607,0,"United Kingdom","0",50,2545.73,"1"
"1670",2,0,439,219.5,0,39,19.5,0,0,565.77,0,1.28876993166287,0,"United Kingdom","0",34,416.09,"1"
"1672",1,0,402,402,0,35,35,0,0,514.93,0,1.28092039800995,0,"United Kingdom","1",50,1146.51,"1"
"1673",1,1,286,286,-2,29,29,2,2,475.88,-6.6,1.66391608391608,3.3,"United Kingdom","0",48,651.93,"1"
"1674",1,0,330,330,0,1,1,0,0,841.5,0,2.55,0,"United Kingdom","0",50,390,"1"
"1675",1,0,246,246,0,21,21,0,0,337.08,0,1.37024390243902,0,"Others","0",50,460.63,"1"
"1676",1,0,156,156,0,15,15,0,0,269.95,0,1.73044871794872,0,"Others","0",50,348.32,"1"
"1677",2,0,109,54.5,0,10,6,0,0,218.7,0,2.00642201834862,0,"United Kingdom","0",25,341.27,"1"
"1678",1,0,282,282,0,16,16,0,0,299.1,0,1.06063829787234,0,"Others","0",50,252.9,"1"
"1682",1,0,106,106,0,12,12,0,0,331.58,0,3.12811320754717,0,"United Kingdom","1",50,340.38,"1"
"1684",3,0,654,218,0,26,10,0,0,1142.5,0,1.74694189602446,0,"United Kingdom","0",5,1932.54,"1"
"1685",1,0,131,131,0,20,20,0,0,356.75,0,2.72328244274809,0,"United Kingdom","0",49,1301.55,"1"
"1686",2,1,2648,1324,-48,45,22.5,3,3,4095.72,-49.95,1.54672205438066,1.040625,"United Kingdom","1",7,6281.34,"1"
"1688",2,0,951,475.5,0,61,40,0,0,1205.07,0,1.26716088328076,0,"United Kingdom","0",33,2312.96,"1"
"1689",1,0,180,180,0,16,16,0,0,199.38,0,1.10766666666667,0,"United Kingdom","0",49,940.83,"1"
"1690",2,2,357,178.5,-6,32,19,3,1.5,647.95,-11.4,1.81498599439776,1.9,"Others","1",7,667.08,"1"
"1691",1,0,582,582,0,40,40,0,0,874.55,0,1.50266323024055,0,"United Kingdom","1",49,2315.26,"1"
"1692",9,0,2094,232.666666666667,0,114,24.6666666666667,0,0,2824.05,0,1.34863896848138,0,"United Kingdom","1",8,4217.64,"1"
"1693",1,0,105,105,0,42,42,0,0,183.64,0,1.74895238095238,0,"United Kingdom","1",49,231.23,"1"
"1694",2,1,98,49,-1,10,5,1,1,586,-293,5.97959183673469,293,"Others","0",14,671.68,"1"
"1696",0,1,0,0,-1,0,0,1,1,0,-15.05,0,15.05,"United Kingdom","0",48,6.9,"1"
"1698",1,0,304,304,0,21,21,0,0,334.2,0,1.09934210526316,0,"United Kingdom","0",48,352.47,"1"
"1699",1,0,63,63,0,42,42,0,0,113.01,0,1.79380952380952,0,"United Kingdom","1",48,163.05,"1"
"1700",1,0,196,196,0,16,16,0,0,240,0,1.22448979591837,0,"United Kingdom","0",48,2378.23,"1"
"1701",2,2,168,84,-11,24,12.5,4,2,525.7,-35.95,3.12916666666667,3.26818181818182,"United Kingdom","1",42,1250.88,"2"
"1702",1,0,446,446,0,70,71,0,0,590.77,0,1.32459641255605,0,"United Kingdom","0",48,1813.4,"1"
"1703",1,0,537,537,0,54,54,0,0,903.67,0,1.68281191806331,0,"United Kingdom","1",48,18.72,"1"
"1704",3,0,1176,392,0,8,6.66666666666667,0,0,1154.4,0,0.981632653061224,0,"United Kingdom","0",5,994.07,"1"
"1705",2,0,220,110,0,26,14,0,0,466.98,0,2.12263636363636,0,"United Kingdom","1",12,570.61,"1"
"1706",1,1,81,81,-2,11,11,2,2,243.69,-14.45,3.00851851851852,7.225,"United Kingdom","0",40,1469.11,"1"
"1707",2,0,223,111.5,0,73,38.5,0,0,431.45,0,1.9347533632287,0,"United Kingdom","0",48,984.2,"1"
"1708",2,0,792,396,0,32,17.5,0,0,1664.52,0,2.10166666666667,0,"United Kingdom","1",15,1842.02,"1"
"1710",1,0,175,175,0,16,16,0,0,387.29,0,2.21308571428571,0,"United Kingdom","1",47,497.9,"1"
"1712",1,0,86,86,0,36,36,0,0,228.42,0,2.65604651162791,0,"United Kingdom","0",47,894.21,"1"
"1713",2,0,487,243.5,0,26,13.5,0,0,1020.53,0,2.09554414784394,0,"United Kingdom","0",9,779.54,"1"
"1716",1,0,172,172,0,5,5,0,0,390.6,0,2.27093023255814,0,"United Kingdom","0",47,1349.88,"1"
"1717",1,0,111,111,0,15,15,0,0,238.1,0,2.14504504504505,0,"United Kingdom","0",47,1784.71,"1"
"1720",2,1,30,15,-1,7,3.5,1,1,481.5,-222.75,16.05,222.75,"Others","0",43,333,"1"
"1721",3,2,398,132.666666666667,-106,23,8.66666666666667,2,1,1067.25,-224.9,2.68153266331658,2.12169811320755,"Others","0",41,1075.43,"2"
"1723",1,0,56,56,0,7,7,0,0,146,0,2.60714285714286,0,"United Kingdom","0",46,1243.41,"1"
"1724",1,1,222,222,-4,19,19,4,4,299.82,-13.1,1.35054054054054,3.275,"United Kingdom","1",41,287.54,"1"
"1726",1,0,321,321,0,40,40,0,0,721.55,0,2.24781931464174,0,"United Kingdom","1",46,1473.55,"1"
"1728",1,0,200,200,0,1,1,0,0,358,0,1.79,0,"United Kingdom","0",44,358,"1"
"1729",2,0,108,54,0,15,8,0,0,559.69,0,5.18231481481482,0,"United Kingdom","0",27,259.6,"1"
"1732",2,2,735,367.5,-2,32,16,2,1,871.58,-21.45,1.1858231292517,10.725,"United Kingdom","0",11,616.74,"1"
"1734",2,0,159,79.5,0,19,10,0,0,471.15,0,2.96320754716981,0,"United Kingdom","1",14,698.23,"1"
"1735",3,0,894,298,0,80,30,0,0,1644.92,0,1.83995525727069,0,"United Kingdom","1",26,1445.93,"1"
"1736",1,0,240,240,0,42,42,0,0,712.24,0,2.96766666666667,0,"United Kingdom","1",43,793.88,"1"
"1738",1,0,104,104,0,32,32,0,0,192.68,0,1.85269230769231,0,"United Kingdom","0",43,674.12,"1"
"1739",1,0,513,513,0,36,36,0,0,695.33,0,1.35541910331384,0,"United Kingdom","0",43,809.23,"1"
"1740",1,0,160,160,0,2,2,0,0,408,0,2.55,0,"United Kingdom","0",43,406,"1"
"1741",3,0,297,99,0,47,18,0,0,629.11,0,2.11821548821549,0,"United Kingdom","1",27,371.16,"1"
"1742",2,0,354,177,0,35,19,0,0,712.91,0,2.01387005649718,0,"United Kingdom","0",26,1470.13,"1"
"1743",1,0,267,267,0,23,23,0,0,424.64,0,1.59041198501873,0,"United Kingdom","0",42,1215.58,"1"
"1744",1,1,145,145,-1,15,15,1,1,267.91,-4.25,1.84765517241379,4.25,"United Kingdom","0",40,1503.87,"1"
"1745",1,1,505,505,-3,59,59,3,3,935.15,-20.14,1.85178217821782,6.71333333333333,"United Kingdom","0",42,1849.47,"1"
"1747",2,0,186,93,0,19,10,0,0,338.74,0,1.82118279569892,0,"United Kingdom","0",13,702.94,"1"
"1748",1,0,177,177,0,26,26,0,0,447.52,0,2.5283615819209,0,"United Kingdom","0",42,2430.63,"1"
"1749",1,1,369,369,-12,29,29,1,1,314.51,-10.2,0.852330623306233,0.85,"United Kingdom","0",40,306.78,"1"
"1750",1,0,246,246,0,124,125,0,0,484.1,0,1.96788617886179,0,"United Kingdom","0",42,583.65,"1"
"1751",1,0,66,66,0,9,9,0,0,112.98,0,1.71181818181818,0,"United Kingdom","0",41,587.65,"1"
"1753",2,0,170,85,0,11,8,0,0,534.46,0,3.14388235294118,0,"United Kingdom","0",34,895.18,"1"
"1755",1,0,231,231,0,24,24,0,0,439.33,0,1.90186147186147,0,"United Kingdom","0",41,2500.31,"1"
"1756",1,0,70,70,0,2,2,0,0,232.9,0,3.32714285714286,0,"United Kingdom","0",41,363.2,"1"
"1757",1,1,166,166,-1,18,18,1,1,310.02,-9.95,1.86759036144578,9.95,"United Kingdom","1",34,506.83,"1"
"1759",1,0,66,66,0,13,13,0,0,141.49,0,2.14378787878788,0,"United Kingdom","0",41,123.13,"1"
"1760",2,0,488,244,0,28,17.5,0,0,1026.39,0,2.10325819672131,0,"Others","0",7,1959.76,"1"
"1761",1,0,56,56,0,10,10,0,0,397.2,0,7.09285714285714,0,"United Kingdom","0",40,843,"1"
"1762",1,0,119,119,0,35,35,0,0,572.25,0,4.80882352941176,0,"United Kingdom","1",40,1053.72,"1"
"1764",2,1,853,426.5,-4,90,48,2,2,1916.09,-42.8,2.24629542790152,10.7,"Others","1",0,2409.59,"1"
"1765",1,0,115,115,0,18,18,0,0,257.89,0,2.24252173913043,0,"United Kingdom","0",40,540.07,"1"
"1766",1,0,92,92,0,21,21,0,0,302.55,0,3.28858695652174,0,"United Kingdom","1",40,225.78,"1"
"1767",7,1,1050,150,-42,46,7.28571428571429,2,2,3250.23,-116.1,3.09545714285714,2.76428571428571,"United Kingdom","1",0,1982,"1"
"1768",1,0,112,112,0,19,19,0,0,335.5,0,2.99553571428571,0,"United Kingdom","0",40,168.1,"1"
"1772",1,0,50,50,0,14,14,0,0,126.32,0,2.5264,0,"United Kingdom","0",40,148.96,"1"
"1773",1,0,34,34,0,11,11,0,0,191.4,0,5.62941176470588,0,"Others","0",35,1100.35,"1"
"1776",2,0,798,399,0,74,38,0,0,1093.65,0,1.37048872180451,0,"United Kingdom","0",11,318.67,"1"
"1777",1,0,64,64,0,12,12,0,0,111.76,0,1.74625,0,"United Kingdom","1",35,199.5,"1"
"1780",1,0,211,211,0,60,62,0,0,416.4,0,1.97345971563981,0,"United Kingdom","1",34,387.9,"1"
"1781",1,0,87,87,0,18,18,0,0,145.91,0,1.67712643678161,0,"United Kingdom","0",34,485.21,"1"
"1782",1,0,206,206,0,19,19,0,0,318.3,0,1.54514563106796,0,"United Kingdom","0",33,413.6,"1"
"1783",2,1,153,76.5,-1,18,9,1,1,479.15,-40,3.13169934640523,40,"United Kingdom","1",11,142.68,"1"
"1785",1,0,79,79,0,10,10,0,0,226.85,0,2.87151898734177,0,"United Kingdom","0",33,663.49,"1"
"1786",1,0,51,51,0,5,5,0,0,654.6,0,12.8352941176471,0,"United Kingdom","0",33,659.85,"1"
"1787",1,0,123,123,0,14,14,0,0,232.65,0,1.89146341463415,0,"United Kingdom","0",33,549.26,"1"
"1788",1,0,167,167,0,61,61,0,0,272.17,0,1.62976047904192,0,"United Kingdom","0",33,1029.74,"1"
"1789",1,0,371,371,0,57,58,0,0,642.37,0,1.73145552560647,0,"United Kingdom","1",30,579.19,"1"
"1790",1,0,522,522,0,14,14,0,0,810.56,0,1.5527969348659,0,"United Kingdom","0",30,1119.59,"1"
"1791",2,0,110,55,0,10,5.5,0,0,272.3,0,2.47545454545455,0,"United Kingdom","0",11,57.3,"1"
"1794",1,0,255,255,0,22,22,0,0,303.61,0,1.19062745098039,0,"United Kingdom","0",28,379.3,"1"
"1795",1,0,195,195,0,19,19,0,0,275.93,0,1.41502564102564,0,"United Kingdom","1",28,266.1,"1"
"1796",1,0,27,27,0,4,4,0,0,76.65,0,2.83888888888889,0,"United Kingdom","1",28,83.7,"1"
"1798",1,1,416,416,-9,47,47,4,4,775,-27.31,1.86298076923077,3.03444444444444,"United Kingdom","1",21,603.4,"1"
"1799",1,0,85,85,0,18,19,0,0,164.07,0,1.93023529411765,0,"United Kingdom","0",27,539.92,"1"
"1800",1,0,100,100,0,9,9,0,0,159.2,0,1.592,0,"United Kingdom","1",27,520.98,"1"
"1801",1,3,360,360,-9,33,33,4,1.33333333333333,483.7,-34.66,1.34361111111111,3.85111111111111,"United Kingdom","0",7,970.5,"1"
"1802",1,0,40,40,0,11,11,0,0,114.04,0,2.851,0,"United Kingdom","1",27,336.8,"1"
"1806",1,0,100,100,0,11,11,0,0,236,0,2.36,0,"Others","0",26,182.1,"1"
"1807",1,0,256,256,0,17,17,0,0,186.86,0,0.729921875,0,"United Kingdom","0",26,325.26,"1"
"1808",1,0,177,177,0,16,16,0,0,425.4,0,2.40338983050847,0,"United Kingdom","0",26,1651.49,"1"
"1809",1,1,57,57,-24,7,7,1,1,292.11,-40.56,5.12473684210526,1.69,"United Kingdom","1",14,637.31,"1"
"1812",1,0,31,31,0,8,8,0,0,138.85,0,4.47903225806452,0,"United Kingdom","1",26,866.24,"1"
"1813",1,0,312,312,0,25,25,0,0,400.3,0,1.28301282051282,0,"United Kingdom","0",26,443.18,"1"
"1814",1,0,138,138,0,5,5,0,0,143.46,0,1.0395652173913,0,"United Kingdom","0",26,1,"1"
"1815",2,0,578,289,0,21,10.5,0,0,678.54,0,1.1739446366782,0,"United Kingdom","0",12,1365.18,"1"
"1816",1,1,314,314,-24,11,11,1,1,449.42,-17.28,1.43127388535032,0.72,"United Kingdom","0",14,231.49,"1"
"1817",1,0,241,241,0,24,24,0,0,365.83,0,1.51796680497925,0,"United Kingdom","1",25,1692.26,"1"
"1818",1,0,167,167,0,16,16,0,0,261.36,0,1.56502994011976,0,"United Kingdom","0",25,453.06,"1"
"1819",1,0,404,404,0,39,39,0,0,700.6,0,1.73415841584158,0,"United Kingdom","1",25,1490.62,"1"
"1820",1,0,228,228,0,4,4,0,0,1128.6,0,4.95,0,"United Kingdom","0",25,2019.6,"1"
"1821",1,0,332,332,0,29,29,0,0,430.46,0,1.29656626506024,0,"United Kingdom","0",25,1366.02,"1"
"1822",1,1,76,76,-1,8,8,1,1,162.96,-2.1,2.14421052631579,2.1,"United Kingdom","0",19,505.47,"1"
"1823",1,0,182,182,0,21,21,0,0,381.08,0,2.09384615384615,0,"Others","0",25,891.4,"1"
"1824",2,0,28,14,0,11,5.5,0,0,136.65,0,4.88035714285714,0,"United Kingdom","0",11,62.5,"1"
"1826",1,0,119,119,0,11,11,0,0,304.21,0,2.55638655462185,0,"United Kingdom","1",25,676.1,"1"
"1827",1,0,240,240,0,14,14,0,0,187.16,0,0.779833333333333,0,"United Kingdom","1",23,2687.56,"1"
"1828",1,0,51,51,0,7,7,0,0,265.75,0,5.21078431372549,0,"United Kingdom","0",23,456.99,"1"
"1829",1,0,139,139,0,60,71,0,0,285.94,0,2.05712230215827,0,"United Kingdom","1",23,568.72,"1"
"1830",1,1,292,292,-1,9,9,1,1,282.48,-2.1,0.967397260273973,2.1,"United Kingdom","0",19,734.52,"1"
"1832",1,0,407,407,0,45,47,0,0,938.85,0,2.30675675675676,0,"United Kingdom","1",23,1354.77,"1"
"1833",1,0,418,418,0,77,78,0,0,363.97,0,0.870741626794258,0,"United Kingdom","1",23,1329.84,"1"
"1835",1,0,100,100,0,15,15,0,0,302.4,0,3.024,0,"United Kingdom","0",23,912.32,"1"
"1837",1,0,130,130,0,9,9,0,0,214.5,0,1.65,0,"United Kingdom","0",23,368.1,"1"
"1840",1,0,114,114,0,15,15,0,0,315.3,0,2.76578947368421,0,"Others","0",22,954.54,"1"
"1843",1,0,252,252,0,22,22,0,0,344.86,0,1.36849206349206,0,"United Kingdom","0",21,857.1,"1"
"1846",2,0,408,204,0,26,13,0,0,694.08,0,1.70117647058824,0,"United Kingdom","1",4,1538.41,"1"
"1847",1,0,178,178,0,16,16,0,0,313.93,0,1.76365168539326,0,"United Kingdom","1",21,581.2,"1"
"1848",2,0,224,112,0,11,7,0,0,242.24,0,1.08142857142857,0,"United Kingdom","0",6,2314.44,"1"
"1852",1,0,91,91,0,33,37,0,0,204.02,0,2.24197802197802,0,"United Kingdom","0",21,1116.19,"1"
"1853",1,1,262,262,-14,43,43,11,11,859.1,-77,3.27900763358779,5.5,"United Kingdom","1",8,3086.1,"1"
"1854",1,0,654,654,0,47,47,0,0,852.68,0,1.30379204892966,0,"Others","0",21,185.78,"1"
"1855",1,0,162,162,0,17,17,0,0,439.6,0,2.71358024691358,0,"United Kingdom","0",20,1674.73,"1"
"1856",1,0,92,92,0,12,12,0,0,358.2,0,3.89347826086957,0,"United Kingdom","0",20,652.4,"1"
"1859",1,0,751,751,0,54,54,0,0,722.41,0,0.961930758988016,0,"United Kingdom","0",20,111.37,"1"
"1860",2,0,182,91,0,23,15,0,0,251.02,0,1.37923076923077,0,"United Kingdom","0",13,129,"1"
"1862",1,0,172,172,0,9,9,0,0,431.6,0,2.5093023255814,0,"United Kingdom","0",20,4238.48,"1"
"1863",1,0,409,409,0,23,23,0,0,326.19,0,0.797530562347188,0,"United Kingdom","0",20,278.45,"1"
